,EventName,Date,City/Country,Exhibits,URL
10,MIDORA Leipzig Trade Fair for Watches and Jewellery,"September  4, 2021 - September  6, 2021",Leipzig Germany Europe CIS,"Fine Jewellery, Watches & Timepieces, Trendy Jewellery, PREVIEW OF UP-&-COMING DESIGNERS, Goldsmith Supplies, Gemstones and Pearls, Fashion Jewellery and Accessories.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119704
11,Foam Expo Europe 2021,"November  9, 2021 - November 11, 2021",Stuttgart Germany Europe CIS,"rigid or flexible foam, for industries including automotive, aerospace, industrial / technical packaging, construction, medical and sports and leisure",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119724
12,"glasstec 2022 International Trade Fair for glass production, processing and products","September 20, 2022 - September 23, 2022",Duesseldorf Germany Europe CIS,"Glass manufacture/production technology, Glass processing and finishing, Tools, spare and maintenance parts, Process control technology for glass and glass-processing machines, Glass applications in the construction industry and facade area, Solar energy, Display glass and laser technologies.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119811
13,"glasstec 2021 International Trade Fair for glass production, processing and products (Cancelled)","June 15, 2021 - June 18, 2021",Duesseldorf Germany Europe CIS,"Glass manufacture/production technology, Glass processing and finishing, Tools, spare and maintenance parts, Process control technology for glass and glass-processing machines, Glass applications in the construction industry and facade area, Solar energy, Display glass and laser technologies.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/62434
14,Adhesives Bonding Expo Europe 2021,"November  9, 2021 - November 11, 2021",Stuttgart Germany Europe CIS,"technical adhesives, raw materials, process equipment and technologies for the bonding industry, or bonding technology for automotive, transportation, aerospace, machinery, construction, consumer appliances, furniture and packaging",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119751
15,TourNatur 2021,"September  3, 2021 - September  5, 2021",Duesseldorf Germany Europe CIS,"Hiking, Trekking,Tourism, Outdoor Equipment, Mountaineering, Rock climbing, Winter sports, Cycling, more Outdoor activities",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119705
16,Kind Jugend 2021 Trade Show for Kids' First Years,"September  9, 2021 - September 11, 2021",Koeln (Cologne) Germany Europe CIS,"Prams, buggies, joggers, carrier systems and accessories, children's car seats, other car safety products, furniture and home items, home textiles, indoor and outdoor safety products, babies' and children' s fashion, maternity wear, toys and games by age group, electronic and acoustic toys and games for children/multimedia, Kindergarten supplies, outdoor toys, dolls, cloth, terrycloth, cuddly & wooden toys, plastic toys, learning, reading, multimedia, baby - health & care, mothers - health & care, food and drink, school supplies, media, association, service providers, services, product safety & certification",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119703
17,INTERBOOT 2021,"September 18, 2021 - September 26, 2021",Friedrichshafen Germany Europe CIS,"SAILING BOAT, MOTORBOAT, BOARD AND TREND SPORTS, HARBOUR & SPORT, TRAVEL & CHARTER, YOUTH at INTERBOOT",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119700
18,Fachdental Leipzig,"September 24, 2021 - September 25, 2021",Leipzig Germany Europe CIS,"Equipment, Dental instruments, Dental facilities, Dental technology, Dental medicine, Tools, Pharmaceuticals, cleaning supplies, Disinfectant, Hygiene products, Auxiliaries, Specialist publications, Books, Computer hardware, software, multimedia, Workwear, Services, Financing, Marketing, Disposal, Recycling",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119699
19,BIOFACH 2022 Trade fair for organic food,"February 15, 2022 - February 18, 2022",Nuernberg Germany Europe CIS,"Organic food, Organic drinks and Organic non-food : Fresh food, Frozen food, Grocery products cooking and baking, Grocery products snacks and sweets, Grocery products drinks, Other grocery products, Non-food, Technology and equipment, Raw materials / supplies, Media / service providers",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119401
20,Space Tech Expo Europe 2021,"November 16, 2021 - November 18, 2021",Bremen Germany Europe CIS,"Military / Government, Design /Engineering Services, Electronics Manufacturing, Launch Services, Subsystem / Systems, Supplier, Test & Measurement, Mechanical / Other, Components - Mechanical / Other, Electronic / Electrical, Research, Software Supplier /Developer, Media / Association, Engineering Consultancy, Equipment Supplier, Component Supplier, Engineering Services, Interconnect / Cable & Wire, Prime Contractor, Facilities Engineering, Small Sat Developer, Space Operations, Optics, Space Agency, Space Operations, Material Supplier, Semiconductor, Academia",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119702
21,E world energy water 2022,"February  8, 2022 - February 10, 2022",Essen Germany Europe CIS,"Digitization and smart city, Climate Solution, Energy Generation, Energy Supply, Energy Management, Trade, Energy Engineering, Research and Development, renewable energies, Water Management, Sewage Water Technology.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119691
22,"IMEX 2021 ( Cancelled) Worldwide Exhibition for incentive travel, meetings and events","May 25, 2021 - May 27, 2021",Frankfurt Germany Europe CIS,"tourist offices, convention & visitor bureaux, hotels, conference centres, cruise lines, technology providers, car rental, golf destinations, airlines, luxury trains, ground agents, exhibition centres, spa resorts, trade associations.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119182
23,AUTOMATICA 2022,"June 21, 2022 - June 24, 2022",Muenchen(Munich) Germany Europe CIS,"Assembly and handling technology, Robotics, Machine vision, Positioning systems, Drive technology, Sensor technology, Control systems technology and industrial communications, Safety and security technology, Supply technology, Software and cloud computing, Services and service providers, Research and technology",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119695
24,Leipzig Book Fair 2021 ( Cancelled),"May 27, 2021 - May 30, 2021",Leipzig Germany Europe CIS,"literature, Children and youth, authors at leipzig, Focus on education, book fair.blogger, music, Book art and graphics, Audio book and filmInternational",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110284
25,Fastener Fair Stuttgart 2021 9th International Exhibition for the Fastener and Fixing Industry,"November  9, 2021 - November 11, 2021",Stuttgart Germany Europe CIS,"Industrial fasteners and fixings, Construction fixings, Assembly and installation systems, Fastener manufacturing technology, Storage, distribution, factory equipment, Information, communication and services.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110363
26,International Stamp Fair (31st) ( Cancelled),"May  6, 2021 - May  8, 2021",Essen Germany Europe CIS,"Postage Stamps, Phonecards, Coins, Albums, Letters, Special post-office, Special Stamps, Special program of envelops with embossed stamps, Requisites, Catalogues, Postcards.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119183
27,CONTROL 2021 ( Cancelled) International Trade Fair for Quality Assurance,"May  4, 2021 - May  7, 2021",Stuttgart Germany Europe CIS,"Measuring Instruments and Measuring Machines, Components for Measuring and Testing Equipment, Material Testing,  Analytical Apparatus, Resistance Testing Instruments, Computer Aided Quality Assurance, Image Analysis and Image Processing Systems, Opto-electronic Systems, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/107737
28,SMTconnect 2021,"May  4, 2021 - May  6, 2021",Nuernberg Germany Europe CIS,"System Development and Production Preparation: Development services, Production preparation, Computer aided design tools, Trends in technologies and applications, Materials and Components: Components, modules, assemblies, Materials and components for thermal management, Circuit carriers and processing equipment, Material testing, Processes and Manufacturing: Manufacturing equipment for components and modules, Manufacturing supporting equipment, Manufacturing services, Used SMT equipment, Reliability and Testing: Test equipment for assemblies, Software and Production Control: Process and equipment testing",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119198
29,LABVOLUTION 2021,"September  7, 2021 - September  9, 2021",Hanover (Hannover) Germany Europe CIS,"Analytics, Diagnostics, Laboratory technology and infrastructure, Laboratory automation, Quality control,  chemicals and consumables, bioanalytics, Digitalization, Big Data, Medical technology, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/108456
30,E world energy water 2021 ( Cancelled),"May  4, 2021 - May  6, 2021",Essen Germany Europe CIS,"Digitization and smart city, Climate Solution, Energy Generation, Energy Supply, Energy Management, Trade, Energy Engineering, Research and Development, renewable energies, Water Management, Sewage Water Technology.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110017
31,InnoTrans 2022,"September 20, 2022 - September 23, 2022",Berlin Germany Europe CIS,"Railway Technology, Railway Infrastructure, Public Transport, Interiors, Tunnel Construction",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109463
32,ALUMINIUM 2021,"September 28, 2021 - September 30, 2021",Duesseldorf Germany Europe CIS,"Aluminum raw materials, semi-finished/finished products, aluminum products, machinery/plant/equipment, surface treatment, light metal trade/services/consulting",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110218
33,IMEX 2022,"April 26, 2022 - April 28, 2022",Frankfurt Germany Europe CIS,"tourist offices, convention & visitor bureaux, hotels, conference centres, cruise lines, technology providers, car rental, golf destinations, airlines, luxury trains, ground agents, exhibition centres, spa resorts, trade associations.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119667
34,BEAUTY DUESSELDORF 2021 ( Canceled),"May 28, 2021 - May 30, 2021",Duesseldorf Germany Europe CIS,"skin care, decorative cosmetics and skin treatment apparatus, bodycare, perfumes, permanent make-up, colour and style analysis, pedicure products and apparatus, nail-design, manicure, artificial tanning devices, solarium cosmetics, services, fittings, wellness, equipment, accessories/bijouterie, make-up artist, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109918
35,Chemspec Europe 2021,"September 29, 2021 - September 30, 2021",Frankfurt Germany Europe CIS,"chemical industry: Organic & Fine Chemicals, Active Pharmaceutical Ingredients (APIs), Drug Intermediates, Dyes & Pigments, Agrochemicals, Contract & Toll Manufacturing, Coatings, Cosmetic Chemicals / Ingredients, Pigments & Solvents, Surfactants, Laboratory Chemicals, and a host of Speciality Chemicals (Coating Additives, Catalysts, Enzymes etc.).",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110452
36,TOP HAIR DIE MESSE Duesseldorf ( Canceled),"May 29, 2021 - May 30, 2021",Duesseldorf Germany Europe CIS,"hair cosmetic products, tools of the trade, furniture and furnishings, cosmetics and nails for hairdressers, wigs and hairpieces, decorative and promotional aids, wellness products for hairdressers, barber, trade literature, further education, training institutes, computer, services, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/106155
37,Heimtextil 2021 ( Cancelled),"May  4, 2021 - May  7, 2021",Frankfurt Germany Europe CIS,"home textiles; wall, window, upholstery, floor, sun/deco system, Asian products. household textiles; table, bath, bed, classic collections, Asian products. the multi-faceted range of services; digital print, CAD/CAM, ink-jet, home technology, specialist publications/magazines",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/108629
38,ceramitec 2021( To be postponed),"May 17, 2021 - May 20, 2021",Muenchen(Munich) Germany Europe CIS,"Raw materials and additives, production materials and ancillaries, Storage, Conveying, Feeding/batching, Weighing, Crushing, grinding, milling, Grading, seperation, Mixing, blending, Shaping, Glazing, decorating, surface treatment, Heat treatment, Measurement and control.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/60589
39,iba 2021,"October 24, 2021 - October 28, 2021",Muenchen(Munich) Germany Europe CIS,"Bakery and pastry-making machinery, raw materials and ingredients, Energy/ventilation/air-conditioning technology, Furniture, Information technology, Ovens, Packaging technology, Process optimisation, Refrigeration and fermentation technology, Sales, Services, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/62028
40,drinktec 2021 World's Leading Trade Fair for Beverage and Liquid Food Industry,"October  4, 2021 - October  8, 2021",Muenchen(Munich) Germany Europe CIS,"Machines and Installations for the Production of Beer, Wines, Spirits and Soft Drinks, Machines and Installations for Malting, Filtration and Separation, Technology, Cleaning & Filling Equipment, Inspection & Sorting Machines, Monitoring Equipment, Pasteurizing Installations, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/60587
41,EXPO REAL 2021,"October 11, 2021 - October 13, 2021",Muenchen(Munich) Germany Europe CIS,"Real Estate investment, Real Estate consulting, Real Estate Financing, Real Estate development, Architecture and planning, construction project management/project control, Facility management services, Sustainability management services, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119608
42,IAA 2021 International Motor Show,"September  7, 2021 - September 12, 2021",Muenchen(Munich) Germany Europe CIS,"General Automobile, Automotive Engineering - Systems & Components",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119599
43,f re e 2021 Fair for Leisure and Travel ( Cancelled),"April 21, 2021 - April 25, 2021",Muenchen(Munich) Germany Europe CIS,"Travel, Hotel & Resorts, Health & Wellness, Boats, Water Sports, Caravanning & Mobile Recreation, Sport & Outdoor, Bicycles, Riding.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110020
44,f re e 2022 Fair for Leisure and Travel,"February 16, 2022 - February 20, 2022",Muenchen(Munich) Germany Europe CIS,"Caravanning & Camping, Travel, Cruises & Boat trips, Bicycles, Water Sports, Outdoor & Sports, Health & Wellness",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119598
45,INHORGENTA MUNICH 2022,"February 11, 2022 - February 14, 2022",Muenchen(Munich) Germany Europe CIS,"Clocks, Watches, Pearls, Precious Stones, Silverware, Jewellery, Technical Equipment, Shop Fittings, Miscellaneous (Cardboard Boxes, Cases, etc.).",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119621
46,INHORGENTA MUNICH 2021 ( Cancelled),"April 15, 2021 - April 19, 2021",Muenchen(Munich) Germany Europe CIS,"Clocks, Watches, Pearls, Precious Stones, Silverware, Jewellery, Technical Equipment, Shop Fittings, Miscellaneous (Cardboard Boxes, Cases, etc.).",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119597
47,"LASER World of PHOTONICS 2022 25th World's leading trade fair and congress for components, systems and applications of photonics","April 26, 2022 - April 29, 2022",Muenchen(Munich) Germany Europe CIS,"Laser and Optronics, Optics, Sensors Test and Measurement, Optical manufacturing technology, Laser production engineering, Laser Medical and bio technology, Imaging and Illumination, Services",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119592
48,electronica 2022 World's leading trade fair and conference for electronics,"November  8, 2022 - November 11, 2022",Muenchen(Munich) Germany Europe CIS,"Automotive, Displays, Electromechanics/System periphery, Electronic design (ED/EDA), Embedded systems, EMS Electronic manufacturing services, Semiconductors, PCBs and other circuit carriers, Test and measurement, Micro- and nanosystems, Passive components, Sensors, Services, Power supplies, System components/Assemblies and subsystems, Wireless",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119590
49,ceramitec 2022,"June 21, 2022 - June 24, 2022",Muenchen(Munich) Germany Europe CIS,"Raw materials and additives, production materials and ancillaries, Storage, Conveying, Feeding/batching, Weighing, Crushing, grinding, milling, Grading, seperation, Mixing, blending, Shaping, Glazing, decorating, surface treatment, Heat treatment, Measurement and control.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119588
50,"analytica 2022 World's Leading Trade Fair for laboratory technology, analysis, biotechnology and analytica conference","June 21, 2022 - June 24, 2022",Muenchen(Munich) Germany Europe CIS,"Analytical and diagnostic equipment and methods, chemistry, chemicals, reagents, laboratory systems, documentation, services.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119586
51,INTERFORST 2022 International Key Trade Fair for Forestry and Forest Technology Scientific conferences and Special Shows,"July 20, 2022 - July 23, 2022",Muenchen(Munich) Germany Europe CIS,"Afforestation/forest care/protection, Forest road/track construction and maintenance, Timber transport vehicles, Timber processing, Wood energy, land use and communal land engineering, EDP, measurement, information management and telecommunications in the forest, Safety and health at work, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119583
52,opti 2022 THE INTERNATIONAL TRADE SHOW FOR OPTICS DESIGN,"January 14, 2022 - January 16, 2022",Muenchen(Munich) Germany Europe CIS,"Spectacle frames (from internationally known licensed brands and manufacturer's brands to independent labels), Spectacle lenses, Contact lenses and accessories, Low vision, Cleaning and care products, IT, Marketing agencies, distributors and business consultancy, Workshop equipment and fittings, Machine manufacturer, Spectacle elements, raw materials and semi-finished products,Professional education and training, Shop fittings and store design, Hearing aids and audiology, Refraction, diagnostics and surgery, Associations and buying syndicates, Spectacle chains, cords, cases and packaging, Display cases and sample cases",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119582
53,transport logistic 2023,"May  9, 2023 - May 12, 2023",Muenchen(Munich) Germany Europe CIS,"IT, telematics, e-business, telecommunications, intralogistics, Equipment for freight transport, Services, freight transport, logistics",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119581
54,"BAU 2023 World's leading trade fair for architecture, materials, systems","January  9, 2023 - January 14, 2023",Muenchen(Munich) Germany Europe CIS,"Aluminum, BAU-IT, Chemical building products / Construction tools, Floor coverings, Roof building materials, technology and systems for commercial and residential construction / materials / Bricks, Energy / Building systems / Solar technology, Tiles / Ceramics, Building automation / control, Glass, Wood, Stone / Cast stone, Locks / Fittings / Security, Steel / Stainless steel / Zinc / Copper, Stones / Soils / Building materials and joining solutions, Natural and artificial lighting concepts, Gate / Parking systems, Doors and windows, Investing in the future",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119580
55,MEDICA 2021,"November 15, 2021 - November 18, 2021",Duesseldorf Germany Europe CIS,"Electromedical Equipment / Medical Technology, Laboratory Technology, Diagnostic Tests, Physiotherapy / Orthopaedic Technology, Commodities and Consumer Goods, Information and Communication Technology, Medical Services and Publications",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119542
56,CARAVAN SALON DUESSELDORF 2021,"August 27, 2021 - September  5, 2021",Duesseldorf Germany Europe CIS,"Caravans / Trailers, Motor caravans, Basic vehicles, Mobile homes, Detachable parts and components for caravans and motor caravans, Installations / Heating / Gas / Water, Energy supply / Electrical installations /  Electrical appliances, Antennas / Receivers / Navigation systems, Vehicle parts / Chassis units / Axles / Trailer equipment, Tents, Caravaning / Camping equipment, Outdoor, Caravanning tourist industry / Outdoor activities, Campsite equipment suppliers /Recreational equipment suppliers, Rental Agents, Purchase / Financing / Insurance, Associations and clubs, Media, Other Services",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110362
57,POWTECH 2022,"August 30, 2022 - September  1, 2022",Nuernberg Germany Europe CIS,"Basic powder / bulk processing technology, factory technology, process technology components, particle analysis, characterization, nanotechnology, measurement / control / automation, safety / environmental protection technology, service.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109816
58,BrauBeviale 2022 the trade fair for the process chain of beverage production,"November  8, 2022 - November 10, 2022",Nuernberg Germany Europe CIS,"Raw Materials and Drinks as Raw Materials, Machinery and Installations for Beverage, Machinery and Installations for Filling and Packaging Beverages Production, Packaging Materials and Supplies, Automation and IT, Logistics, Marketing and Catering Equipment.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119533
59,IFA 2021 Consumer Electronics Unlimited,"September  3, 2021 - September  7, 2021",Berlin Germany Europe CIS,"Audio / HiFi / Surround, Batteries & mobile/ stationary charging, Built-in kitchen units, Communications, Components and Accessories for Electric Appliances, Digital Health, Drone, Electric Heating and Air Conditioning Appliances, Home Entertainment & VR, Household Appliances: Large, Household Appliances: Small, IT Hardware & Software, Lifestyle & Wellness, Network operators & receiver, Photo & Video, Publications, Research Labs and Start-ups, Smart Home / Home Networks / Robotics, TV, Wearables & Smart Fitness",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119502
60,PHOTOPIA Hamburg,"September 23, 2021 - September 26, 2021",Hamburg Germany Europe CIS,"Capture: Cameras, Lenses and filters, Smartphones and accessories, Drones, Photo and camera accessories, Studio equipment, Lighting and lighting technology, Film and video technology (moving image), (3D) Scanners and printers, Components and semi-finished products, Additional range.  Editing & processing: Computational Photography (digital image capturing and processing technology), Image editing software, Artificial intelligence, Apps for photo, image and video processing, Image recognition software, Composing, Imaging and publishing systems.  Storage: Hard- and software solutions, Cloud solutions, Content management systems, Films, Other..",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119487
61,Ambiente 2022,"February 11, 2022 - February 15, 2022",Frankfurt Germany Europe CIS,"Kitchen and Households Goods, Gifts, Table Decorations and Accessories, Arts, Handicrafts, Interior, Home Accessories, Lighting, Jewellery, Watches, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119452
62,Paperworld 2022,"January 29, 2022 - February  1, 2022",Frankfurt Germany Europe CIS,"Office/School supplies, Printer supplies/Accessories, Remanexpo, Writing/drawing equipment, Greeting cards, Picture calendars, Albums, Gift wrapping, Napkins, Exclusive stationery products, Asian PBS products.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119453
63,agra 2021 Die Landwirtschaftsausstellung fur Mitteldeutschland,"April 22, 2021 - April 25, 2021",Leipzig Germany Europe CIS,"Plant production, livestock, agriculture, public service, energy and environmental technology, business services, literature and magazines, research, teaching, training, organizations, institutions, operating and financial management, cooperation strategies",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110533
64,boot Duesseldorf 2022 International Boat Show,"January 22, 2022 - January 30, 2022",Duesseldorf Germany Europe CIS,"Boats and Yachts, Engines and Related Equipment, Shipping/Yachting Equipment and Accessories, Services, Canoes / Kayaks / Rowing Boats, Waterskiing / Wakeboarding / Kneeboarding / Wakeskate / Skimboard, Jetskiing, Diving, Surfing / Windsurfing / Kitesurfing / Parasailing / Stand-Up Paddling, Fishing, Maritime Art / Handicraft, Organisations / Institutions / Clubs, Marinas / Water-Sports Facilities, Beach Resorts",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119458
65,boot Duesseldorf 2021 International Boat Show ( Canceled),"April 17, 2021 - April 25, 2021",Duesseldorf Germany Europe CIS,"Boats and Yachts, Engines and Related Equipment, Shipping/Yachting Equipment and Accessories, Services, Canoes / Kayaks / Rowing Boats, Waterskiing / Wakeboarding / Kneeboarding / Wakeskate / Skimboard, Jetskiing, Diving, Surfing / Windsurfing / Kitesurfing / Parasailing / Stand-Up Paddling, Fishing, Maritime Art / Handicraft, Organisations / Institutions / Clubs, Marinas / Water-Sports Facilities, Beach Resorts",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/108641
66,Christmasworld 2022,"January 28, 2022 - February  1, 2022",Frankfurt Germany Europe CIS,"Christmas/Seasonal Decorations/Gifts, Artificial Christmas Trees, Asian Christmas Decoration, Christmas/Seasonal Room Decorations, Ribbons/Wrapping, Lighting, Candles, Artificial flowers/plants/trees, Fireworks, Carnival, Party Item, Shop and Display",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119455
67,Creativeworld 2022,"January 29, 2022 - February  1, 2022",Frankfurt Germany Europe CIS,"Decorative crafts, Graphic and artists' requisites, Handicrafts, textile design, Hobby and crafts.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119454
68,ACHEMA 2022,"April  4, 2022 - April  8, 2022",Frankfurt Germany Europe CIS,"Engineering, Industrial and Labor Safety, Instrumentation, Control and Automation Techniques, laboratory and Analytical Techniques, Literature, Information, Learning and Teaching Aids, Materials Technology and Testing, Mechanical Processes, Pharmaceutical, Packaging and Storage Techniques, Pumps, Compressors, Valves and Fittings, Research and Innovation, Thermal Processes",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119100
69,EuroBLECH 2022,"October 25, 2022 - October 28, 2022",Hanover (Hannover) Germany Europe CIS,"Sheet metal/tube/sections (ferrous and non-ferrous), Finished products/components/assemblies, Handling, Separation, cutting, Forming, Flexible sheet metal working, Tube/ section processing, Machine elements, Processing of sheet metal/plastic hybrid structures, Joining/welding/fastening, Additive manufacturing, Surface treatment of sheet metal, Tools/dies, Controlling/regulating/measuring/testing, Quality assurance, Data processing/hardware and software, Factory and warehouse equipment, Environmental protection, Recycling, Safety at work, Research and development",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110026
70,Hamburg ancora Yachtfestival 2021 12th In Water Boat Show,"May 28, 2021 - May 30, 2021",Neustadt in Holstein Germany Europe CIS,"sailing yachts, power boats, maritime equipment and accessories",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119298
