,EventName,Date,City/Country,Exhibits,URL
12,SUPER SOURCES DUBAI 2021,"September 28, 2021 - September 30, 2021",Dubayy(Dubai) U A E Middle East,"Groceries, Fresh Food, Beauty & Cosmetics, Mobile & Gadgets, Electronics & Whitegoods, Home & Living, Apparel & Fashion, Supermarkets, Franchise owners, Banks & Insurance, Health & Safety, Service Providers, Software & Hardware, Solution & Providers, Real Estate Companies, Supermarket Equipment Suppliers, Government Departments, E-Commerce Companies, Private Labeling Franchise Owners",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110244
13,INDEX,"May 31, 2021 - June  2, 2021",Dubayy(Dubai) U A E Middle East,"Architecture/Interior Design Services, Art, Accessories & Decor, Automation, Entertainment & Technology, Bathroom FF&E, Bespoke/Limited Edition Design, Commercial Interior Products & Solutions, Furniture & Furnishing, Hospitality and Residential Design & Fit-out, Hospitality and Residential Furniture and Furnishings, Kitchen & Bathroom, Kitchen FF&E, Laminate Flooring, Lighting, Luxury, Outdoor Furniture & Accessories, Outdoor Walls & Flooring, Retail Interior Products & Solutions, Sleep, Textiles, Textile Covering, Wall Covering & Surface Decoration, Wood & Parquet Flooring",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/107550
14,Light Middle East 2021,"September 28, 2021 - September 30, 2021",Dubayy(Dubai) U A E Middle East,"Technical & Architectural Lighting, Decorative Lighting, Electric Lamps, Electrical & Electronic Components, Electrical Engineering & Infrastructure, Intelligent Building",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109028
15,INTERSEC 2022,"January 16, 2022 - January 18, 2022",Dubayy(Dubai) U A E Middle East,"Commercial Security and Safety Sytems for homes, offices, shops, industry and public service operations. Security, Safety Products and Services for police, fire, medical and rescue services.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110549
16,Beautyworld Middle East,"October  5, 2021 - October  7, 2021",Dubayy(Dubai) U A E Middle East,"Cosmetics, Skincare, Fragrance, Hair, Nails, Salon Supplies, Natural&Organic, Personal care&Hygiene, Machinery, Packaging, Raw Materials, and more.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/106583
17,DUBAI AIRSHOW 2021,"November 14, 2021 - November 18, 2021",Dubayy(Dubai) U A E Middle East,"Aircraft, aviation equipment parts, military defense, aircraft interior, air traffic control, maintenance, repair, space related, air transportation, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110356
18,15th CAD CAM Digital Dentistry 12th Dental Facial Cosmetic Conference and Exhibition (CAPP Dental ConfExpo 2020 Dubai),"November 17, 2021 - November 19, 2021",Dubayy(Dubai) U A E Middle East,"Implantology, Aesthetic, General Dentistry, Cosmetic Dentistry, Dental Lab, Oral Hygiene, Orthodontics, Endodontics",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/108236
19,Urban Design Landscape Expo,"September 12, 2021 - September 15, 2021",Dubayy(Dubai) U A E Middle East,"Landscaping Features, Irrigation & Drainage, Machinery & Equipment, Sports & Playgrounds, Material & Components, Specialist Landscaping Sectors.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109628
20,Middle East Stone,"September 12, 2021 - September 15, 2021",Dubayy(Dubai) U A E Middle East,"Finished and Unfinished Stone: Granite, Limestone, Marble, Onyx, Sandstone, Slate, Soapstone, Travertine, Engineered Stone (Quartz, Marble), Terrazo, Bricks, Briquettes, Brickstrip, Cash Stone. STONE PROCESSING, INSTALLATION AND MAINTENANCE: Cutting & Design Machinery & Tools, Surface Finishing& Polishing Machinery & Tools, Stone Installation & Care Solutions. STONE DESIGN: Stone for Interior Design & Architecture, Stone for Exterior Design & Architecture, Finished Stone Design & Artistic items. STONE QUARRYING & MACHINERY.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109626
21,The Big 5 Dubai International Building Construction Show,"September 12, 2021 - September 15, 2021",Dubayy(Dubai) U A E Middle East,"Building Envelope & Special Construction: Windows, Doors & Sun Protection Systems, Roofing, Cladding & Glazing, Elevators, Escalators & Access Control, Special Construction, Metal, Steel & Aluminium.  Construction Tools & Protective Personal Equipment (PPE): Hardware, Construction Tools & Equipment, Work Safety Equipment & Gear. Intelligent Buildings. MEP Service: Water Technology, Pumps, Pipes & Plumbing, Electrical Systems & Products, Safety, Security & Fire Protection, All other MEP related products and services. Offsite & Modular Construction.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109627
