,EventName,Date,City/Country,Exhibits,URL
10,Seafood Expo Global,"September  7, 2021 - September  9, 2021",Barcelona Spain Europe CIS,"Fresh fish and seafood, Frozen fish and seafood, Value-added seafood, Seafood-industry service providers, Processed and packaged fish and seafood, Processing and packaging equipment, Freight forwarders and logistical services, and MORE",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110421
11,World Maritime Week,"October  5, 2021 - October  7, 2021",Bilbao Spain Europe CIS,"Port Industry (safety installations, port equipment); Naval Industry (Shipbuilding, Reparis); Maritime Industry (Researching, environment); Maritime Energy Industry (Offshore Wind, Waves, Sea Currents); Fishing Industry (Fish Storage, Fish processing, Equipment for vessels), etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110175
12,Infarma Madrid 2021 European Pharmacy Conference Medicine and Pharmacy Exhibition,"June 15, 2021 - June 17, 2021",Madrid Spain Europe CIS,"Non prescription medicine, prescription medicine, generic medicine, dermopharmacy, nutripharmacy, phytotherapy, nutritional supplements, homeopathy, health products, optics, orthopaedics, healing products, formulation products and tools, consulting and services, marketing and distribution, facilities, decoration and healthcarewear, technical publications and press, communities, associations and institutions, multimedia - IT, retail pharmacy supplies",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110239
13,IBERZOO PROPET 2021 Pet Industry International Trade Fair,"June 17, 2021 - June 19, 2021",Madrid Spain Europe CIS,"Accessories for birds & exotic animals & Ponds & small pets & terrarium, Administrative service agencies, Animal healthcare & identification & residences, Aquarium, Aquarium filters & lighting/ terrarium, Aquatic facilities & plants, Aviary aviaries and cages, Bird cages, Birdhouses, Bones, Bookshops, Breeders, Cages for dogs and cats & other animals, Ceramics for the garden, Chew products, Clothes, Clothing accessories, Collars, Complementary food, Cosmetics, Decoration materials, Decorative articles, Diagnosis products, Ecographers, Electro-scalpels, Electrotherapy, Endoscope, Equipment for outdoor facilities, & pet hairdressing salons & pet shops & veterinary centres, Fans for aquarium, Fashion, Filter masses & pumps, Filtering and cleaning system, Foodstuffs, Furniture for aquarium & for premises & shops & terrarium, Grooming and aesthetics, Hairdressing, Harnesses, Health complements, Heating systems for terrarium, Hygiene and grooming products, Instructors, Insurance, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110234
14,FITUR 2021 International Tourism Fair in Madrid,"May 19, 2021 - May 23, 2021",Madrid Spain Europe CIS,"Festivals tourism, Health tourism, Hotels & accommodation, Incentives, meetings & congresses, Know how/Technology, Leisure & culture, National tourist boards and other foreign tourism promotional organizations, Residential tourism, Restaurants/Catering, Screen tourism, Service companies, Spanish official organizations, Tour Operators/Travel agencies/Inbound services, Trade associations, Transport, Travel media",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110021
15,EXPOQUIMIA The International Chemistry Event,"September 14, 2021 - September 17, 2021",Barcelona Spain Europe CIS,"Basic Chemicals Industry - Raw Materials, Intermediate Products and Services, Pure Chemistry and Pharmachemistry, New Materials, Biotechnology, Analytical Instrumentation - Laboratory Material, Industrial Goods and Engineering, Measuring and Control Instrumentation, Pumps and Valves, Technologies and machinery for production processes, Logistics, Maintenance and Storage, Environmental Technology, Universities, Research, Development and Innovation, Technology Transfer, Industrial and Occupational Safety, Software, Compositech (Tecnologia e innovacion en Composites, Pharma Process, Cosmetic date, Food innovation",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109159
16,Equiplast 2021 International Plastics and Rubber Exhibition,"September 14, 2021 - September 17, 2021",Barcelona Spain Europe CIS,"Raw materials and additives, Machinery, equipment and automation systems,<br/>Peripherals, parts and components, Moulds and dies Semi-manufactured and finished products, Measuring, control and automation, Hardware and software, Environment, recycling, industrial and occupational safety.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109162
17,Eurosurfas 2021,"September 14, 2021 - September 18, 2021",Barcelona Spain Europe CIS,"Surface treatment, Paints and varnishes, Equipment and plant for surface preparation and paint application, Equipment for control, testing, analysis and measuring, Environment and industrial and employee safety, Research, development and innovation, Hardware and software.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109161
18,"Alimentaria FoodTech (former name ""FoodTech Barcelona"")","October 19, 2021 - October 22, 2021",Barcelona Spain Europe CIS,"Food Processing, Ingredients, Food Packaging, Industry 4.0, Food Safety",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110080
19,"Hispack Packaging, Process Logistics","October 19, 2021 - October 21, 2021",Barcelona Spain Europe CIS,"Packaging Machinery & Process: Innovation for product packaging lines, processes and product packaging operations.Brand Packaging Packaging: solutions, cases, materials, formats and designs.Industrial Packaging: Solutions for intralogistics, handling, storage, distribution and transport equipment.Labelling & Bottling: Proposals for the filling, bottling, closing and labelling of beverages.Logistics, Automation & Robotics: Solutions for intralogistics, handling, storage, distribution and transport equipment.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110079
20,CONSTRUTEC 2021 International Trade Show for Construction Materials and Building Solutions,"May  4, 2021 - May  7, 2021",Madrid Spain Europe CIS,"ConstruTIC: IT, Digital Technologies,Automation and Control,Iot,Services,3D, Virtual Reality, Energy efficiency, building, ecological materials, nZEB, Facades, Outdoor fittings and Covertings, Institutions and Associations, Machinery, tools and buildings equipment, Materials, indoor,fittings and interior architecture, Others, Services, Social Media, Structuras, Installations and Bulding systems",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109536
