,EventName,Date,City/Country,Exhibits,URL
10,CBE CHINA BEAUTY EXPO 2021,"May 12, 2021 - May 14, 2021",Shanghai China Asia,"* Skin Care, Makeup and Color Cosmetics, Fragrance, Makeup Accessories, Personal Care, Household Detergent, Nature and Health Beauty Products, Franchises and Retail Stores, Importers, Agents and Distributors.* Beauty Salon & Spa Products and Equipments, Professional Makeup, Nail Care and Tattoo, Hair Products and Equipments, Professional Beauty Accessories, Beauty Schools, Institutions and Other Service Providers.* OEM/ODM, Private Label, Raw Materials and Ingredients, Packaging, Pumps/Valves/Sprayers/Caps and Accessories, Color Cosmetics Packaging, Tubes, Printing, Paper/Boxes/Bags and Machinery",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110467
11,SHOES LEATHER GUANGZHOU 2021 The 30th International Exhibition on Shoes Leather Industry Guangzhou,"May 31, 2021 - June  3, 2021",Guangzhou China Asia,"Shoes Making Machinery / Equipment, Leather goods Making Machinery / Equipment, Tanning Machinery / Equipment, Sewing Machinery / Equipment, Leather / Tannery Raw Hides Synthetic Leather, Garment Leather, Furniture Leather, Shoes Materials Accessories / Components, Chemicals Technologies / Services, 3D Printing",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119602
12,CIOE 2021 China International Optoelectronic Exposition,"September  1, 2021 - September  3, 2021",Shenzhen China Asia,"Optical Communications, Precision Optics, Lasers, Infrared Applications, Emerging Applications",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119661
13,86th API China (Spring Show),"May 26, 2021 - May 28, 2021",Guangzhou China Asia,"API(active pharmaceutical ingredients), Intermediates, Fine Chemicals, Natural Extracts, CRO/CMO/CDMO, Animal Health-care feed, Chemical Reagent; Pharmaceutical Excipents; Pharmaceutical Packaging, Medicinal Plastic, Pharmaceutical Glass, Aluminum Foil, Caps & Butyl Stoppers, Capsule & Gelatin, Tube, Drug Delivery System; Pharmaceutical Machinery, Preparation equipment, Pharmaceutical Water Equipment, Autmation Equipment, Laboratory Equipment, EP& Clean Technology, Fluid Equipment, API Manufacture Equipment, Packaging Machinery, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119655
14,Interwine China 2021 International Wine Spirits Exhibition,"October 28, 2021 - October 30, 2021",Shenzhen China Asia,"Sake, Still and/or sparkling wine, Spirits, Beer, Wine Accessories, Industry associated with the wine and spirits",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119632
15,Interwine China 2021 International Wine Spirits Exhibition,"June  3, 2021 - June  5, 2021",Guangzhou China Asia,"Sake, Still and/or sparkling wine, Spirits, Beer, Wine Accessories, Industry associated with the wine and spirits",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119631
16,Kitchen Bath China 2021,"May 26, 2021 - May 29, 2021",Shanghai China Asia,"Furniture and furnishing systems for kitchen & bath, Kitchen & washroom faucet, sanitaryware, shower box, unit bathroom, Building & construction material, green building material, building hardware, installation & tools, Heating engineering, Ventilation system, Solar heating system, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109185
17,FENESTRATION BAU CHINA 2021,"November  2, 2021 - November  5, 2021",Shanghai China Asia,"Window and door systems, Curtain wall systems, Roof and ceiling construction, Building automation, Hardware fittings, Prefabrication materials, Energy-efficient and smart solutions, Building chemistry, Construction tools, Floor coverings, Thermal insulation, Building technology, IT integration in buildings, Lighting engineering",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119609
18,"bauma China 2022 International Trade Fair for Construction Machinery, Building Material Machines, Mining Machines and Construction Vehicles","November 22, 2022 - November 25, 2022",Shanghai China Asia,"Construction vehicles, Earth-moving machines, Road Construction and Maintenance, Pipe & Cable Laying Equipment & Tools, Lifting appliances and conveyors, Construction equipment, tools and special systems, Handling and processing concrete and mortar at construction sites, Formwork and scaffoldings",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119591
19,"analytica China 2022 International Trade Fair for Laboratory Technology, Analysis, Biotechnology and Diagnostics","November 14, 2022 - November 16, 2022",Shanghai China Asia,"Life sciences, biotechnology and diagnostics, Measuring and testing / Quality control, Laboratory equipment and technology analysis, Analysis, Environmental Monitoring equipment and technology,Food safety equipment and technology",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119589
20,CIIE 2021 The 4th China International Import Expo,"November  5, 2021 - November 10, 2021",Shanghai China Asia,"Technical equipment, Automobile, Trade in services, Lifestyles, Medical Equipment & Health Care Products, Food & Agricultural Products",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119261
21,ITE Hong Kong 2021,"June 17, 2021 - June 20, 2021",Hong Kong China Asia,"Airlines; Attractions/Cruise; Transportation; Honeymooning/Overseas Wedding; Hotel/Accommodation Providers; Tourism Authority/Association; Online Travel Technology; Special Themes Holidays; Tour Operators/Travel Agents; Travel Media/Publication, etc",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110043
22,NICE 2021 New International Catering Expo China,"September 23, 2021 - September 25, 2021",Shenzhen China Asia,"Equipment for catering kitchens, Wine, Liquor, Food, Food ingredients, Seasoning, Food packaging materials, Low-temperature distribution related, Tableware, Smart catering technology, IT related",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119550
23,PACKCON China Packaging Container EXPO 2021,"July 14, 2021 - July 16, 2021",Shanghai China Asia,"Paper Packaging Containers, Plastic Packaging Containers, Metal Packaging Containers, Glass Packaging Containers, Packaging Materials, Packaging Accessories, Packaging Services and other type of packaging materials.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110502
24,SinoFoldingCarton 2021,"July 14, 2021 - July 17, 2021",Shanghai China Asia,"Prepress equipment (plate-making machines, digital presses for sample production, digital cutting machines), printing equipment (screen presses, sheet-fed offset presses, flexo presses, digital printing presses, gravure presses, variable information printing systems), folding carton post-processing equipment (box-making machines, die-cutting machines, hot Stamping machine, laminating machine, varnishing machine, window gluing machine, folding and scuffing machine, coating machine, packing machine, embossing machine, cutting machine, roll paper cutting machine, laser processing machine, shrink-wrapping machine, bending machine, die-cutting machine), blith box processing equipment (fully automatic hat box production line, fully automatic/semi-automatic cover machine, blith box processing equipment), parts, inspection equipment, in-house logistics and transportation management systems",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110488
25,Sino Corrugated 2021,"July 14, 2021 - July 17, 2021",Shanghai China Asia,"Converting and Ancillary Equipment, Corrugating and Ancillary Equipment, Paper Honeycomb, Corrugated Base Paper, Consumable, Software, Carton Factory Infrastructure and Services, Corrugated Testing Machines.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110486
26,Hainan Expo China International Consumer Products Expo,"May  7, 2021 - May 10, 2021",Haikou (Hainan Province) China Asia,"Fashion Life, Jewelry, Lifestyle & Outdoors, Food & Supplements, logistics, finance, legal consulting, commercial retail, commercial real estate, cross-border e-commerce, testing services, premium consumer products, Chinese time-honored brands, tourism scenery",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119536
27,"electronica China 2021 International Trade Fair for Electronic Components, Systems and Applications","April 14, 2021 - April 16, 2021",Shanghai China Asia,"Electronics, Microelectronics, Opto-Electronics, IC Technology, Electronic Parts, Microwave Technology, Sensor System, Switches, Relays, Connecting Devices, Measuring Systems, Testing Devices, Other Electronic Components and Assemblies, Systems, Peripherals.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119488
28,CIOE 2021 China International Optoelectronic Exposition,"September  1, 2021 - September  3, 2021",Shenzhen China Asia,"Optical Communications, Information Processing & Storage, Precision, Advanced Manufacturing, Consumer Electronics, Sensing & Measurement, Energy, Semiconductor Processing, Medical, Lighting & Display, Defense & Security.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119523
29,China International Industry Fair Energy Saving Industrial Accessory Show,"September 14, 2021 - September 18, 2021",Shanghai China Asia,"Energy-saving technology section: hydrogen&solar&energy, gas compressors, fans, ventilation equipment, pumps and vacuum equipment, motors, boilers, energy efficient industrial control devices and technologies, Core basic components and supporting section: Hydraulic power machinery and components, pneumatic power machinery and components, rolling bearings, gear and gear reducer, gearboxes, micro motors and components, transformers, rectifiers and inductors, fasteners, sealing materials, hoses, Industrial cleaning & dustproof and explosion-proof section, dust collector, purification equipment, volatile organic control equipment, noise and vibration control equipment, gas liquid separation and pure equipment, solid waste treatment equipment, sweeping machine, explosion protection system and fire-fighting equipment, environmental testing instruments, health protection products, Labor safety protective products and accessory,Industrial park,etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119525
30,ICIF China 2021 China International Chemical Industry Fair,"September 15, 2021 - September 17, 2021",Shanghai China Asia,"Petrochemicals and Energy Chemical Industry,  Basic Chemicals, New Chemical Materials,  Fine and Special Chemicals, Chemical Processing and Technologies, Chemical Packagging, Sotrage and Transportiation, SmartChem and Intelligent Manufacturing,  Chemical Industry Park and Scientific Reserch Institute",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119530
31,INTERFILIERE SHANGHAI,"August 26, 2021 - August 27, 2021",Shanghai China Asia,"Lace, Fabrics, OEM/ODM, Embroidery, Accessories, Textile Designers, Fiber & Machinery",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119532
32,CILF 2021 China (Shenzhen) International Logistics and Supply Chain Fair,"September 23, 2021 - September 25, 2021",Shenzhen China Asia,"logistics, transport and relevant industries",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119519
33,CIE 2021 the 7th China (Shenzhen) International Cross border eCommerce Products Fair,"September 23, 2021 - September 25, 2021",Shenzhen China Asia,"Internet Technology and Application: AI, Cloud & Big Data, IoT, 3D Printing, E-commerce Service Providers: Payment, Training, Consulting, Tax, VAT, Packaging etc., Manufacturers & brand owners from Baby & pregnant care/Cosmetic & beauty/Healthy food/ Wine/Pet supplies/ Consumer Electronics etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119517
34,SZGH2021 The 29th China (Shenzhen) International Gifts and Home Products Fair,"October 21, 2021 - October 24, 2021",Shenzhen China Asia,"Arts & Crafts; Auto Parts & Accessories; Baby Products; Beauty; Cases, Bags & Leather Products; Ceramics; Collectibles; Creative & Cultural Products; Electrical Appliances; Fitness & Well-being; Food Items; Glassware; Home Decoration; Home Textile; Household Products; Mobile Electronics Products; Outdoor & Sporting Items; Packaging Products; Promotional Items; Stationery; Watches, Jewelry & Fashion Accessories",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119500
35,"SZGH2021 The 29th China (Shenzhen) International Gifts, Handicrafts, Watches Houseware Fair","April 25, 2021 - April 28, 2021",Shenzhen China Asia,"Arts & Crafts; Auto Parts & Accessories; Baby Products; Beauty; Cases, Bags & Leather Products; Ceramics; Collectibles; Creative & Cultural Products; Electrical Appliances; Fitness & Well-being; Food Items; Glassware; Home Decoration; Home Textile; Household Products; Mobile Electronics Products; Outdoor & Sporting Items; Packaging Products; Promotional Items; Stationery; Watches, Jewelry & Fashion Accessories",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119499
36,WireShow 2021 China International Wire Cable Industry Exhibition,"August 31, 2021 - September  2, 2021",Shanghai China Asia,"Wire manufacturing & finishing machinery, Cable and stranding machines, Process technology materials, Auxiliary process technology materials, Materials, special wires & cables, Measuring & control technology.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119459
37,Intertextile Shanghai Home Textiles Autumn edition 2021,"August 25, 2021 - August 27, 2021",Shanghai China Asia,"Bed (Blanket, Mattress, Bedding fabrics & accessories), Loungewear & bath (Towels, bath sheets, Bathroom curtains, Bath robes, Loungewear), Curtains & Curtain Fabrics, Sun Protection (blinds ), Upholstery & Sofa Fabrics, Sofa/ Chair covers, Cushions, Wallcoverings, Wall decorations, Wallpaper, Furniture leather, Rugs & carpets, tapestries, Table & Kitchen linen, Kitchen wear, oven gloves, Handkerchief, Tissue box cover, table cloth, foils, Interior (non-textile), Sewing thread, Embroidery thread, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119426
38,CAWFF 2021 22nd China (Anhui) International Wine Food Fair,"May  7, 2021 - May  9, 2021",Hefei China Asia,"wine, spirits, food, beverage, condiment, packaging and machinery, E-commerce, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119347
39,Hong Kong Electronics Fair (Spring Edition),"April 13, 2022 - April 16, 2022",Hong Kong China Asia,"Electronics related Products; Audio Visual Products, Bags & Cases, Critical Components, Digital Imaging, Eco-Friendly Products, Electronic Accessories, Electronic Gaming, Electronic Manufacturing Services (EMS), Electronic Parts, Components and Production Technology, 3D Printing, AIoT & Voice Recognition, XR, Automotive & In-Vehicle Electronics, Business of IP, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119354
40,FLOWTECH CHINA 2021,"June  2, 2021 - June  4, 2021",Shanghai China Asia,"Centrifugal Pump, Sewage Lift Pump, Chemical Pump, Metering Pump, Diaphragm Pump, Screw Pump, Piston Pump, Reciprocating Pump, Rotor Pump, Jet Pump, Other Pumps, Ball Value, Butterfly Value, Gate Value, Globe Value, Check Value, Trap Value, Solenoid Valve, Regulating Value, Throttle Value, Copper Value, Safely Value, Intelligent Water Supply, Complete Equipment, Frequency Converter, Steady Flow Tank, Control Cabinet, Vertical Centrifugal Pump, Control Water Tank, Computer Software, CNC Machine Tool, Soft Sealings, Flange, Value Positioner, Casting Parts / Forging Parts, Other Value Accessories, Electric Actuator, Pneumatic Actuator, Manual Actuator, Hydraulic Actuator, Pneumatic Components, Other Valves / Actuators, Composite Pipe, Elbow Pipe, Corrugated Pipe, Tee Pipe and Four-Way Pipe, Elbow, Hose, Other Pipes / Connectors, Motor, Hard Sealing, Pump Housing, Bearing / Coupler, Pump and Value Testing Equipment, Other Pump and Pipe Accessories",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119365
41,CIFF2021 2nd Phase 47th China International Furniture Fair (Guangzhou) 2nd Phase,"March 28, 2021 - March 31, 2021",Guangzhou China Asia,"Office furniture, Hotel furniture,  Commercial furniture, public furniture, Furniture machinery, Raw materials & components",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119352
42,CTEF 2021 13th China (Shanghai) International Chemical Technology Equipment Fair,"August 25, 2021 - August 27, 2021",Shanghai China Asia,"Complete chemical plant and equipment, Separation, filtration, distillation, extraction, purification, crystallization equipment, Drying, crushing, mixing equipment, Mass transfer equipment, Heat transfer, heat exchange, refrigeration and other heat treatment equipment, Industrial cleaning & anti-corrosion equipment technology, Equipment repair, maintenance and management, Storage & transportation, packaging technology and pressure vessels, Pumps, valves, pipelines and other fluid machinery equipment, Sealing equipment & accessories, Instrumentation &  industrial automation equipment, Process control system and software, Industrial wastewater treatment equipment, Industrial waste gas treatment equipment, Solid waste treatment equipment",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119360
43,HDE 2021 Shanghai International Hospitality Design Supplies Expo,"March 30, 2021 - April  2, 2021",Shanghai China Asia,"Decorative Engineering, Engineering Design, Fitness & Leisure, Outdoor Recreation, Interior Design, Lighting & Intelligent Control System, Smart Hotel, Hotel Textiles & Uniforms, Hotel Room Appliances, Hotel Room Amenities",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119366
44,electronicAsia 2021,"October 13, 2021 - October 16, 2021",Hong Kong China Asia,"General Semiconductors, Power Semiconductor Components, Electronics, Microelectronics, Opto-Electronics, IC Technology, Electronic Parts, Microwave Technology, Sensor System, Switches, Relays, Connecting Devices, Measuring Systems, Testing Devices, Other Electronic Components and Assemblies,Systems.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119490
45,ACLE All China Leather Exhibition 2021,"August 31, 2021 - September  2, 2021",Shanghai China Asia,"Hide and Skin, Semi-Finished/Crust/Finished Leather, Synthetic, Leather Chemicals/Dye, Shoe Components, Leather Tanning/Finishing Machinery, Technology/Services/Association/Trade Press, Woven & Natural Materials, Leathercraft Machines/Tools/Supplies/Hardware/Fittings/Accessories.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119456
46,Hong Kong International Tea Fair 2021,"August 12, 2021 - August 14, 2021",Hong Kong China Asia,"Beverages, Coffee, Tea & Cocoa, Vegetables & Fruits, Baked Products, Seasonings & Condiments, Confectionary & Snacks, Packaging Materials,  Home Textiles, Home Decorations & Crafts , Household Products , Bar Accessories , Drinkware, Home Storage & Organization,  Sundry Household Items, Kitchenware, Tableware, Association Services & Government  Organisations, Printing Services",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119367
47,IE expo China 2021,"April 20, 2021 - April 22, 2021",Shanghai China Asia,"Water and Sewage Treatment, Water Supply and Sewerage Systems, Mechanical Engineering and Plant Engineering in Water Management, Hydraulic Engineering, Refuse Management and Recycling, Waste to Energy Resources, Street Cleaning and Maintenance, Old Site and Soil Remediation, Noise and Vibration Control, Air Pollution Control, Flue Gas Scrubbing and Fresh Air, Environmental Monitoring and Measuring, Environmental Services, Education, Research and Technology transfer",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119368
48,PCE2021 Shanghai International Personal Care Expo,"August  5, 2021 - August  7, 2021",Shanghai China Asia,"Sanitary care products: toilet paper, facial tissue, kitchen paper, diapers, wipes, sanitary napkins, soft cotton towels, Maternal and child care supplies: lotion, shampoo, shower gel, buttock protection cream, talcum powder, moisture cream, olive oil, pregnancy skin care products, radiation protective clothing, Sterilizing protective supplies : disinfectant, mildew remover, sterilization lamp, forehead temperature gun, mask, antibacterial articles, Beauty, healthy, personal care appliances : beauty apparatus, hair dryer, razor, hair clipper, straight/curly hair apparatus, eye care apparatus, massage apparatus, health balance, humidifier, Health supplies : health pillow, fascia gun, smart toilet lid, foot tub, pedicure machine, body underwear, private care products, Cleaning supplies : shampoo, body wash, hand sanitizer, laundry detergent, soap, detergent, oral care products, OEM/ODM, personal care products franchise and other related products",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119372
49,All in CARAVANING 2021,"June 18, 2021 - June 20, 2021",Beijing China Asia,"Caravans / Trailers, Motor caravans, Basic vehicles, Mobile homes, Detachable parts and components for caravans and motor caravans, Installations / Heating / Gas / Water, Energy supply / Electrical installations / Electrical appliances, Antennas / Receivers / Navigation systems, Vehicle parts / Chassis units / Axles / Trailer equipment, Tents, Caravaning / Camping equipment, Outdoor, Caravanning tourist industry / Outdoor activities, Campsite equipment suppliers /Recreational equipment suppliers, Rental Agents, Purchase / Financing / Insurance, Associations and clubs, Media, Other Services",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119457
50,Intertextile Shanghai Apparel Fabrics Autumn Edition,"August 25, 2021 - August 27, 2021",Shanghai China Asia,"Cotton, wool, silk, linen, ramie, man-made, knitted, coated fabrics, Lingerie & swimwear fabrics, Functional fabrics, Printed fabrics, Fibers & yarns, Embroidery & lace, Accessories, Textile-related CAD/CAM/CIM technology, Design & styling agencies, Fashion & textile trade publications, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110593
51,33rd China International Optics Fair,"September  8, 2021 - September 10, 2021",Beijing China Asia,"Frames, Lenses & Accessories, Machinery & Materials, Ophthalmology, Others",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119414
52,ChinaBio Partnering Forum 2021,"May 10, 2021 - May 14, 2021",Shanghai China Asia,"Pharma and Biotech, Biotech R&D Services, Medtech, Digital Health, AI, Startups, Investment, Venture Capital, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119392
53,18th Music Guangzhou,"May 16, 2021 - May 19, 2021",Guangzhou China Asia,"Piano & Keyboards , Electric & Electronic Musical, Instruments, Bowed and stringed instruments, Music Education & Training, Accordions & Harmonicas, Fretted Guitars, Instruments, Brass wind Instruments, Traditional Chinese Instruments, Sheet Music & Books,  Music Related Computer Hardware & Software",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119384
54,26th Dental South China International Expo Conference,"May 10, 2021 - May 13, 2021",Guangzhou China Asia,"Consumer Products for dentists, Instruments or material for maxillofacial surgery, Instruments or material for root canal, Instruments or material for periodontal disease, Instruments or material for Orthodontics, Instruments or material for Implants, Equipment for dental technicians, Consumer Products for dental technicians, Dental Labs, Precious and non precious alloys, Furniture and Lighting, X-ray products/ Equipment, Pharmaceuticals, Disinfection Products, Equipment or software for hospital management, One-off dental consumables, Oral Health Care Products, Other dental products",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119385
55,Cosmoprof Asia 2021,"November 16, 2021 - November 19, 2021",Hong Kong China Asia,"Cosmetics & Toiletries, Professional Beauty Salon, Hair Salon, Nail & Accessories, Natural & Organic, Clean & Hygiene",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119248
56,Hong Kong Baby Products Fair,"July 26, 2021 - July 29, 2021",Hong Kong China Asia,"Baby Wears, Baby Care & Bath Products , Strollers & Gears , Bedding Items , Nurseries , Mother Care , Baby Safety Items, Baby Shoes , Baby Toys & Activities , Feeding, Baby Furniture, Baby Gift Sets, Baby Shoes, Baby Bath Toys, Baby Books, Baby Educational Toys & DVDs, Baby Inflatable Toys, Baby Mobile Toys , Baby Music , Baby Musical Toys, Baby Play Gyms , Baby Play Mats, Baby Rattles, Baby Soft Toys , Baby Teethers , Baby Walkers",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109797
57,Hong Kong Toys Games Fair,"July 26, 2021 - July 29, 2021",Hong Kong China Asia,"candy toys, branded toys, educational toys & games, electronic & remote-control toys, festive & party supplies, outdoor & sporting items, toy packaging, smart-tech toys, soft toys & dolls, video games, services, pet toys, awards, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109798
58,36th Hong Kong Gifts Premium Fair,"July 26, 2021 - July 29, 2021",Hong Kong China Asia,"Advertising Gifts & Premium, Beauty & Health Goods, Corporate Gifts, Cultural Gifts and Crafts, Fashion Accessories, Figurines & Decorations, Fine Porcelain Gifts, Green Gifts, Licensed Gifts, Packaging, Party & Festive Items, Pictures & Photo Frames, Stationery & Paper, Tech Gifts, Testing, Inspection and Certification, Toys & Sporting Goods, Trade Services, Travel & Outdoor Goods, Watches & Clocks",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110650
59,Hong Kong International Printing Packaging Fair,"July 26, 2021 - July 29, 2021",Hong Kong China Asia,"Advertising & Signage, Digital Printing & 3D Printing , Food & Beverage Packaging Solutions ,  Green Printing & Packaging Solutions, Innovative Retail Display Solutions, Packaging Services, Printing & Packaging Equipment , Printing & Packaging Solutions for Fashion & Accessories, Printing Consumables & Packaging Materials , Printing Services, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119170
60,36th Hong Kong Houseware Fair,"July 26, 2021 - July 29, 2021",Hong Kong China Asia,"Book & Printed Item,Building Materials & Hardware, Consumer Electronics & Electrical Appliances, Environmental Protection Equipment & Products, Furniture & Furnishing, Garments & Clothing Accessories , Gift & Premiums , Health & Beauty , Household Products , Lighting Products, Packaging Products & Material,Pet & Pet Supplies, Service , Machinery, Raw Materials & Scientific Equipment, Sports Goods, Stationery & Office Equipment, Telecom Products , Watch & Clock ,Electrical Equipment & Electronic Components ,Textiles, Fabrics & Yarns",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119168
61,Build4Asia 2022,"May  4, 2022 - May  6, 2022",Hong Kong China Asia,"Electrical Engineering and Lighting, Building Technology, Material and Decoration, Security, Safety and Fire Protection, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119345
