,EventName,Date,City/Country,Exhibits,URL
11,MSPO 29th International Defence Industry Exhibition,"September  7, 2021 - September 10, 2021",Kielce Poland Europe CIS,"Armoured equipment, Classical armament, missiles and explosive materials, Equipment and materials for chemical services, Aviation and air defence armament and equipment, Naval armament and equipment, Special equipment for Police, Special equipment for Border Guards, Extinguishing and rescue equipment, Transport equipment (wheeled, tracked and amphibian), also for special use, Radio- and opto-electronic equipment; Communication and information technologies; Metrology equipment, Defence infrastructure equipment, Engineering equipment, Groceries and equipment for meal preparing, storage and transportation, Uniform articles, Fuels, exploitation liquids and equipment for their distribution and storage, Medical equipment and materials, individual first aid kits; Subassemblies, equipment and systems of people and property protection.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119712
12,"DREMA 2021 International Trade Fair of Machines, Tools and Components for the Wood and Furniture Industries","September 14, 2021 - September 17, 2021",Poznan Poland Europe CIS,"Machines & technical equipment for primary / secondary processing, Machines & technical equipment for surface finishing / assembly, packaging, Materials handling, warehousing & commissioning technology, Robots technology, Machines & plants for special processes & product groups, Auxiliary machines, equipment & devices; other, Portable machines for processing of timber & plastics, Tools & auxiliaries, Machines, equipment & tools for maintenance & manufacturing of tools, Products for the equipment of machines, Use of residual wood (dust, chips, firewood, bark), generation of energy & heating using wood fuels, Energy saving, environmental protection, occupational safety, fire prevention & air-conditioning, Electronic data acquisition & data processing equipment; measuring, testing & control systems, Delivery of complete plants, financing & leasing companies, Independent computer software (CAD, ERP, production planning & control, etc.), Independent services for the wood industries, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119710
13,Automatica Expo THE LARGEST FAIR OF INDUSTRIAL AUTOMATION AND ROBOTICS,"September 22, 2021 - September 24, 2021",Warsaw Poland Europe CIS,"Measurement/control equipment and automation elements, analog and digital control systems, robots, software, devices, components, industrial electronics",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119734
14,Warsaw Dental Medica Show International Trade Fair and Congress of Dentistry and Aesthetic Medicine,"September  9, 2021 - September 11, 2021",Warsaw Poland Europe CIS,"auxiliary materials for dental purposes, cleaners, compressed air systems, dental aesthetics, dental drills, dental hygiene, dental materials, disinfectants, implantology, oral hygiene, organizational systems, pharmaceuticals, practical furniture, prophylaxis, retention aids, separation systems, suction, tools, treatment equipment",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119733
15,TSW Fruit and Vegetable Industry Fair,"April 23, 2021 - April 24, 2021",Warsaw Poland Europe CIS,"garden tools, lawn mowers, plants, potting soil, seeds, sweepers, agricultural machinery, agricultural tools, feed, feed additives, fertilizers, gardening tools, livestock equipment, pesticides, seed, tractors, equipment for animal production, feed additives, feed distribution, feed storage, organic farming, farm technologies, fertilizers",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119731
16,Eco Power Expo INTERNATIONAL TRADE FAIR FOR RENEWABLE ENERGY INDUSTRY,"November 24, 2021 - November 25, 2021",Warsaw Poland Europe CIS,"energy-saving technology, photovoltaic systems, solar, collectors",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119620
17,WORLDFOOD POLAND 7th INTERNATIONAL FOOD DRINK EXHIBITION,"April 20, 2021 - April 22, 2021",Warsaw Poland Europe CIS,"Food&Drinks, EcoFood, NutraFood, Ingredients, Wine&Spirits, FoodTech, ColdChain",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109882
18,Warsaw Oldtimer Show Classic Cars Fair,"May  8, 2021 - May  9, 2021",Warsaw Poland Europe CIS,"antique cars, vintage cars, model cars, classic cars, motorcycles",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119522
19,Toys Kids Fashion Show International Trade Fair of Toys Kid's Accessories,"October 13, 2021 - October 14, 2021",Warsaw Poland Europe CIS,"toys, plastic and wooden blocks, games, dolls, balls, books, garden houses, walkers, cross-country bikes, playgrounds, prams, car seats, carrycots, baby carriers, umbrellas, baby transport accessories, sleeping bags, beds, desks, armchairs, cradles, chairs, children's rugs, changing furniture, mattresses, bath sets, bathing chests, tables, high chairs, children's outer clothing, children's underwear, clothes, hats, shoes, slippers, hats, gloves, scarves, occasional clothing, layettes, accessories",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119521
20,Camper Caravan Show Caravanning fair,"October  7, 2021 - October 10, 2021",Warsaw Poland Europe CIS,"caravan accessories, caravans, mobile homes",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119510
21,Warsaw Yacht Salon,"October  7, 2021 - October 10, 2021",Warsaw Poland Europe CIS,"boat accessories, boats, motor boats, yachts, sailing boats",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119511
22,Warsaw Plast Expo INTERNATIONAL PLASTICS AND RUBBER FAIR,"November  8, 2021 - November 10, 2021",Warsaw Poland Europe CIS,"plastic additives, plastic products, plastic tools, plastics, plastics machinery, plastic components, plastic materials, plastic molds, plastic packaging, plastic processing machinery, plastic raw materials, plastics assembly lines",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119507
23,MT TSL The International Transport and Logistics Fair,"June 17, 2021 - June 19, 2021",Warsaw Poland Europe CIS,"cargo trucks, communication systems, freight forwarding, intra-logistics, IT/telematics, transportation, vans trucks",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119504
24,Warsaw Tools Hardware Show Tools Fair,"June 17, 2021 - June 19, 2021",Warsaw Poland Europe CIS,"abrasives, air compressors, automotive supplies, building materials, chemical products, clinch bolts, double-screw bolts, electrical supplies, furniture fittings, garden tools, hand tools, ironmongery, keys, locks, machine tools, mechanical springs, metalware, power tools, screw bolts, screws, security equipment systems, welding equipment, work protection, work safety",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119498
25,Warsaw Construction Machinery Exhibition Trade Fair for Construction Machines,"June 17, 2021 - June 19, 2021",Warsaw Poland Europe CIS,"construction machinery and vehicles, machines for the production of building materials and components, road and greenery maintenance vehicles",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119497
26,Poznan Motor Show 2021,"June 18, 2021 - June 20, 2021",Poznan Poland Europe CIS,"Car manufacturers, Manufacturers of motorcycles, scooters and quads,  RV manufacturers and owners, Truck manufacturers, Representatives of the automotive retailing industry, Suppliers of equipment and accessories for cars, motorbikes and campers, Producers of buses and other public transport vehicles, Companies operating in the areas of electromobility and sustainable transport, Creators of personalized and restored motorcycles, People involved in tuning cars, Automotive stores, Private vehicle collectors",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110309
27,Warsaw Motorcycle Show Motorcycle Fair,"May  7, 2021 - May  9, 2021",Warsaw Poland Europe CIS,"motorcycle accessories, motorcycle clothing, motorcycle parts, motorcycle tours, motorcycle tuning, motorcycles, motorcycle demonstrations, motorcycle show",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119484
28,Central Agricultural Fair New Technologies in Agriculture Trade Fair,"April 23, 2021 - April 24, 2021",Warsaw Poland Europe CIS,"agricultural machinery, equipment and means for agricultural production",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119110
29,KRAKDENT 28th international Dental Trade Fair in Krakow,"June 10, 2021 - June 12, 2021",Krakow Poland Europe CIS,"Dental Equipment, Drugs and Materials for Dental Treatment, Dentist's Surgery Equipment, Professional Periodicals.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/62109
30,Wood Tech Expo Trade fair for woodworking and furniture production,"May 12, 2021 - May 14, 2021",Nadarzyn Poland Europe CIS,"wood processing, building products from wood, woodworking machinery",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119476
31,Green Days Garden and Landscape Architecture Fair,"April 22, 2021 - April 24, 2021",Nadarzyn Poland Europe CIS,"fertilizer, garden tools, lawn mowers, plants, potting soil, seeds, sweepers",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119477
32,Warsaw Pack International Trade Fair of Packaging Technology and Packaging Materials,"May 26, 2021 - May 28, 2021",Nadarzyn Warsaw Poland Europe CIS,"packaging, packaging components, packaging equipment, packaging lines, packaging machinery, packaging materials",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119435
33,Food Tech Expo Trade fair of food technology,"May 26, 2021 - May 28, 2021",Nadarzyn Warsaw Poland Europe CIS,"process technologies, production technologies",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119433
34,FIWE Fitness Trade Show,"September 10, 2021 - September 12, 2021",Warsaw Poland Europe CIS,"Accesories, Food Products, Media, Apparel, Software, Equipment, Health&Wellness, Supplements, Education/Workshops/Trainings, Health&Beauty",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119302
35,TOUR SALON 2021,"September 24, 2021 - September 26, 2021",Poznan Poland Europe CIS,"Tour Operators and Travel Agencies, Polish regional exhibitions, official foreign exhibitions in Poland, tourist base (hotels, holiday resorts, spas, etc.), tourism and tourism related investment, tourism promotion agencies, computer networks and software for tourism.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110132
36,GARDENIA International Garden and Landscape Architecture Fair,"November  4, 2021 - November  6, 2021",Poznan Poland Europe CIS,"Plant Material, Gardening Tools and equipments, Gardening Machines and equipment, Plant material.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110024
37,BUDMA 2021 International Construction and Architecture Fair,"November 23, 2021 - November 26, 2021",Poznan Poland Europe CIS,"House building industry, social infrastructure and public building - foundations, walls, insulations, windows, doors, roofs, wood, stone, chemicals, tools. Industrial building - floors, steel constructions, halls. Road construction - planning, geodetics, gravel, road infrastructure, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110023
38,TRANSEXPO International Fair of Public Transport TRANSEXPO (the 15th),"June  8, 2021 - June 10, 2021",Kielce Poland Europe CIS,"Urban transport vehicles/intercity transport vehicles/tourist vehicles/equipment for transport infrastructure/transport information systems, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/105336
